pais,quantidade,valor,ano,categoria
Emirados Árabes Unidos,0,0,1980,Espumantes
Emirados Árabes Unidos,0,0,1981,Espumantes
Emirados Árabes Unidos,0,0,1982,Espumantes
Emirados Árabes Unidos,0,0,1983,Espumantes
Emirados Árabes Unidos,0,0,1984,Espumantes
Emirados Árabes Unidos,0,0,1985,Espumantes
Emirados Árabes Unidos,0,0,1986,Espumantes
Emirados Árabes Unidos,0,0,1987,Espumantes
Emirados Árabes Unidos,0,0,1988,Espumantes
Emirados Árabes Unidos,0,0,1989,Espumantes
Emirados Árabes Unidos,0,0,1990,Espumantes
Emirados Árabes Unidos,0,0,1991,Espumantes
Emirados Árabes Unidos,0,0,1992,Espumantes
Emirados Árabes Unidos,0,0,1993,Espumantes
Emirados Árabes Unidos,0,0,1994,Espumantes
Emirados Árabes Unidos,0,0,1995,Espumantes
Emirados Árabes Unidos,0,0,1996,Espumantes
Emirados Árabes Unidos,0,0,1997,Espumantes
Emirados Árabes Unidos,0,0,1998,Espumantes
Emirados Árabes Unidos,0,0,1999,Espumantes
Emirados Árabes Unidos,0,0,2000,Espumantes
Emirados Árabes Unidos,0,0,2001,Espumantes
Emirados Árabes Unidos,0,0,2002,Espumantes
Emirados Árabes Unidos,0,0,2003,Espumantes
Emirados Árabes Unidos,0,0,2004,Espumantes
Emirados Árabes Unidos,0,0,2005,Espumantes
Emirados Árabes Unidos,0,0,2006,Espumantes
Emirados Árabes Unidos,0,0,2007,Espumantes
Emirados Árabes Unidos,0,0,2008,Espumantes
Emirados Árabes Unidos,0,0,2009,Espumantes
Emirados Árabes Unidos,0,0,2010,Espumantes
Emirados Árabes Unidos,0,0,2011,Espumantes
Emirados Árabes Unidos,0,0,2012,Espumantes
Emirados Árabes Unidos,0,0,2013,Espumantes
Emirados Árabes Unidos,8,271,2014,Espumantes
Emirados Árabes Unidos,104,2005,2015,Espumantes
Emirados Árabes Unidos,2371,38954,2016,Espumantes
Emirados Árabes Unidos,0,0,2017,Espumantes
Emirados Árabes Unidos,0,0,2018,Espumantes
Emirados Árabes Unidos,0,0,2019,Espumantes
Emirados Árabes Unidos,0,0,2020,Espumantes
Emirados Árabes Unidos,0,0,2021,Espumantes
Emirados Árabes Unidos,0,0,2022,Espumantes
Emirados Árabes Unidos,0,0,2023,Espumantes
Emirados Árabes Unidos,0,0,2024,Espumantes
Eslovênia,0,0,1970,Espumantes
Eslovênia,0,0,1971,Espumantes
Eslovênia,0,0,1972,Espumantes
Eslovênia,0,0,1973,Espumantes
Eslovênia,0,0,1974,Espumantes
Eslovênia,0,0,1975,Espumantes
Eslovênia,0,0,1976,Espumantes
Eslovênia,0,0,1977,Espumantes
Eslovênia,0,0,1978,Espumantes
Eslovênia,0,0,1979,Espumantes
Eslovênia,0,0,1980,Espumantes
Eslovênia,0,0,1981,Espumantes
Eslovênia,0,0,1982,Espumantes
Eslovênia,0,0,1983,Espumantes
Eslovênia,0,0,1984,Espumantes
Eslovênia,0,0,1985,Espumantes
Eslovênia,0,0,1986,Espumantes
Eslovênia,0,0,1987,Espumantes
Eslovênia,0,0,1988,Espumantes
Eslovênia,0,0,1989,Espumantes
Eslovênia,0,0,1990,Espumantes
Eslovênia,0,0,1991,Espumantes
Eslovênia,0,0,1992,Espumantes
Eslovênia,0,0,1993,Espumantes
Eslovênia,0,0,1994,Espumantes
Eslovênia,0,0,1995,Espumantes
Eslovênia,0,0,1996,Espumantes
Eslovênia,0,0,1997,Espumantes
Eslovênia,0,0,1998,Espumantes
Eslovênia,0,0,1999,Espumantes
Eslovênia,0,0,2000,Espumantes
Eslovênia,0,0,2001,Espumantes
Eslovênia,0,0,2002,Espumantes
Eslovênia,0,0,2003,Espumantes
Eslovênia,0,0,2004,Espumantes
Eslovênia,0,0,2005,Espumantes
Eslovênia,0,0,2006,Espumantes
Eslovênia,0,0,2007,Espumantes
Eslovênia,0,0,2008,Espumantes
Eslovênia,0,0,2009,Espumantes
Eslovênia,0,0,2010,Espumantes
Eslovênia,0,0,2011,Espumantes
Eslovênia,78,221,2012,Espumantes
Eslovênia,0,0,2013,Espumantes
Eslovênia,445,2329,2014,Espumantes
Eslovênia,1058,5075,2015,Espumantes
Eslovênia,2115,9486,2016,Espumantes
Eslovênia,2093,10110,2017,Espumantes
Eslovênia,1800,8860,2018,Espumantes
Eslovênia,518,2539,2019,Espumantes
Eslovênia,68,327,2020,Espumantes
Eslovênia,450,2426,2021,Espumantes
Eslovênia,803,2982,2022,Espumantes
Eslovênia,0,0,2023,Espumantes
Eslovênia,0,0,2024,Espumantes
Espanha,12981,8568,1970,Espumantes
Espanha,7865,5230,1971,Espumantes
Espanha,27461,20026,1972,Espumantes
Espanha,40172,28895,1973,Espumantes
Espanha,41971,36350,1974,Espumantes
Espanha,54863,51166,1975,Espumantes
Espanha,17299,19252,1976,Espumantes
Espanha,31319,36998,1977,Espumantes
Espanha,38780,49246,1978,Espumantes
Espanha,44226,56686,1979,Espumantes
Espanha,45842,49789,1980,Espumantes
Espanha,25685,21293,1981,Espumantes
Espanha,46249,47183,1982,Espumantes
Espanha,17190,18043,1983,Espumantes
Espanha,12824,13110,1984,Espumantes
Espanha,19005,29323,1985,Espumantes
Espanha,43920,67595,1986,Espumantes
Espanha,35910,52044,1987,Espumantes
Espanha,41070,54402,1988,Espumantes
Espanha,58995,143790,1989,Espumantes
Espanha,121856,355275,1990,Espumantes
Espanha,92798,294496,1991,Espumantes
Espanha,63633,215873,1992,Espumantes
Espanha,172218,584200,1993,Espumantes
Espanha,182952,601583,1994,Espumantes
Espanha,269731,903594,1995,Espumantes
Espanha,198872,778631,1996,Espumantes
Espanha,259100,920891,1997,Espumantes
Espanha,253355,1009470,1998,Espumantes
Espanha,251511,1017499,1999,Espumantes
Espanha,230327,928135,2000,Espumantes
Espanha,713315,6408671,2001,Espumantes
Espanha,166433,528696,2002,Espumantes
Espanha,164545,549223,2003,Espumantes
Espanha,209973,660360,2004,Espumantes
Espanha,213074,767994,2005,Espumantes
Espanha,250377,916775,2006,Espumantes
Espanha,254317,1003934,2007,Espumantes
Espanha,266955,1179471,2008,Espumantes
Espanha,388452,1397582,2009,Espumantes
Espanha,512539,1904476,2010,Espumantes
Espanha,831585,3017324,2011,Espumantes
Espanha,1054367,4537094,2012,Espumantes
Espanha,850428,3917939,2013,Espumantes
Espanha,925502,4519845,2014,Espumantes
Espanha,899587,4183324,2015,Espumantes
Espanha,864154,3249876,2016,Espumantes
Espanha,1493908,5592839,2017,Espumantes
Espanha,1515106,5707839,2018,Espumantes
Espanha,1440241,4463736,2019,Espumantes
Espanha,1421655,3871128,2020,Espumantes
Espanha,2016806,5732174,2021,Espumantes
Espanha,2236061,5668798,2022,Espumantes
Espanha,3438264,9801916,2023,Espumantes
Espanha,2566076,7721229,2024,Espumantes
Estados Unidos,0,0,1970,Espumantes
Estados Unidos,0,0,1971,Espumantes
Estados Unidos,0,0,1972,Espumantes
Estados Unidos,0,0,1973,Espumantes
Estados Unidos,0,0,1974,Espumantes
Estados Unidos,0,0,1975,Espumantes
Estados Unidos,0,0,1976,Espumantes
Estados Unidos,0,0,1977,Espumantes
Estados Unidos,0,0,1978,Espumantes
Estados Unidos,0,0,1979,Espumantes
Estados Unidos,0,0,1980,Espumantes
Estados Unidos,0,0,1981,Espumantes
Estados Unidos,0,0,1982,Espumantes
Estados Unidos,0,0,1983,Espumantes
Estados Unidos,0,0,1984,Espumantes
Estados Unidos,0,0,1985,Espumantes
Estados Unidos,0,0,1986,Espumantes
Estados Unidos,0,0,1987,Espumantes
Estados Unidos,0,0,1988,Espumantes
Estados Unidos,0,0,1989,Espumantes
Estados Unidos,0,0,1990,Espumantes
Estados Unidos,0,0,1991,Espumantes
Estados Unidos,0,0,1992,Espumantes
Estados Unidos,0,0,1993,Espumantes
Estados Unidos,0,0,1994,Espumantes
Estados Unidos,0,0,1995,Espumantes
Estados Unidos,0,0,1996,Espumantes
Estados Unidos,0,0,1997,Espumantes
Estados Unidos,0,0,1998,Espumantes
Estados Unidos,0,0,1999,Espumantes
Estados Unidos,0,0,2000,Espumantes
Estados Unidos,0,0,2001,Espumantes
Estados Unidos,990,3846,2002,Espumantes
Estados Unidos,1575,9100,2003,Espumantes
Estados Unidos,0,0,2004,Espumantes
Estados Unidos,2808,6796,2005,Espumantes
Estados Unidos,1800,4419,2006,Espumantes
Estados Unidos,3240,8865,2007,Espumantes
Estados Unidos,12417,34991,2008,Espumantes
Estados Unidos,7119,25952,2009,Espumantes
Estados Unidos,11387,49664,2010,Espumantes
Estados Unidos,4553,15458,2011,Espumantes
Estados Unidos,15461,88292,2012,Espumantes
Estados Unidos,15698,50841,2013,Espumantes
Estados Unidos,27023,101802,2014,Espumantes
Estados Unidos,18519,85864,2015,Espumantes
Estados Unidos,12343,30366,2016,Espumantes
Estados Unidos,8408,226792,2017,Espumantes
Estados Unidos,26405,64081,2018,Espumantes
Estados Unidos,13239,105197,2019,Espumantes
Estados Unidos,13255,31083,2020,Espumantes
Estados Unidos,143,2173,2021,Espumantes
Estados Unidos,181,2053,2022,Espumantes
Estados Unidos,259,10273,2023,Espumantes
Estados Unidos,2055,72418,2024,Espumantes
França,18458,45798,1970,Espumantes
França,26523,72645,1971,Espumantes
França,35899,97186,1972,Espumantes
França,49453,186096,1973,Espumantes
França,83575,335930,1974,Espumantes
França,17770,80649,1975,Espumantes
França,16295,61873,1976,Espumantes
França,24584,105421,1977,Espumantes
França,51710,236584,1978,Espumantes
França,27554,169843,1979,Espumantes
França,13235,82136,1980,Espumantes
França,14555,65022,1981,Espumantes
França,13128,32209,1982,Espumantes
França,16253,45318,1983,Espumantes
França,11308,37594,1984,Espumantes
França,35317,118807,1985,Espumantes
França,37062,127661,1986,Espumantes
França,15550,135589,1987,Espumantes
França,32809,204117,1988,Espumantes
França,52601,358096,1989,Espumantes
França,32371,448505,1990,Espumantes
França,33945,353361,1991,Espumantes
França,15001,156403,1992,Espumantes
França,54501,543157,1993,Espumantes
França,209274,1602204,1994,Espumantes
França,234968,1672679,1995,Espumantes
França,272978,2319514,1996,Espumantes
França,760944,7856909,1997,Espumantes
França,779564,9136225,1998,Espumantes
França,1158921,11636214,1999,Espumantes
França,979713,8756457,2000,Espumantes
França,182179,262999,2001,Espumantes
França,669778,5946841,2002,Espumantes
França,965033,7444348,2003,Espumantes
França,746383,6768485,2004,Espumantes
França,931767,8295551,2005,Espumantes
França,1096043,11085410,2006,Espumantes
França,1079332,10860013,2007,Espumantes
França,991608,10773247,2008,Espumantes
França,1130768,11933677,2009,Espumantes
França,1462949,17012302,2010,Espumantes
França,1802575,20020633,2011,Espumantes
França,1852431,22744192,2012,Espumantes
França,1491052,22873679,2013,Espumantes
França,1230946,20831149,2014,Espumantes
França,1341884,21849752,2015,Espumantes
França,1171383,12017375,2016,Espumantes
França,1778528,14966946,2017,Espumantes
França,3637804,12678962,2018,Espumantes
França,1610293,13991734,2019,Espumantes
França,1116188,8814571,2020,Espumantes
França,1134059,12590570,2021,Espumantes
França,1268840,13164535,2022,Espumantes
França,1401753,20166147,2023,Espumantes
França,1508700,24231961,2024,Espumantes
Geórgia,0,0,1970,Espumantes
Geórgia,0,0,1971,Espumantes
Geórgia,0,0,1972,Espumantes
Geórgia,0,0,1973,Espumantes
Geórgia,0,0,1974,Espumantes
Geórgia,0,0,1975,Espumantes
Geórgia,0,0,1976,Espumantes
Geórgia,0,0,1977,Espumantes
Geórgia,0,0,1978,Espumantes
Geórgia,0,0,1979,Espumantes
Geórgia,0,0,1980,Espumantes
Geórgia,0,0,1981,Espumantes
Geórgia,0,0,1982,Espumantes
Geórgia,0,0,1983,Espumantes
Geórgia,0,0,1984,Espumantes
Geórgia,0,0,1985,Espumantes
Geórgia,0,0,1986,Espumantes
Geórgia,0,0,1987,Espumantes
Geórgia,0,0,1988,Espumantes
Geórgia,0,0,1989,Espumantes
Geórgia,0,0,1990,Espumantes
Geórgia,0,0,1991,Espumantes
Geórgia,0,0,1992,Espumantes
Geórgia,0,0,1993,Espumantes
Geórgia,0,0,1994,Espumantes
Geórgia,0,0,1995,Espumantes
Geórgia,0,0,1996,Espumantes
Geórgia,0,0,1997,Espumantes
Geórgia,0,0,1998,Espumantes
Geórgia,0,0,1999,Espumantes
Geórgia,0,0,2000,Espumantes
Geórgia,0,0,2001,Espumantes
Geórgia,0,0,2002,Espumantes
Geórgia,0,0,2003,Espumantes
Geórgia,0,0,2004,Espumantes
Geórgia,0,0,2005,Espumantes
Geórgia,0,0,2006,Espumantes
Geórgia,0,0,2007,Espumantes
Geórgia,0,0,2008,Espumantes
Geórgia,0,0,2009,Espumantes
Geórgia,0,0,2010,Espumantes
Geórgia,0,0,2011,Espumantes
Geórgia,0,0,2012,Espumantes
Geórgia,0,0,2013,Espumantes
Geórgia,0,0,2014,Espumantes
Geórgia,0,0,2015,Espumantes
Geórgia,0,0,2016,Espumantes
Geórgia,0,0,2017,Espumantes
Geórgia,0,0,2018,Espumantes
Geórgia,0,0,2019,Espumantes
Geórgia,0,0,2020,Espumantes
Geórgia,0,0,2021,Espumantes
Geórgia,915,2325,2022,Espumantes
Geórgia,0,0,2023,Espumantes
Geórgia,0,0,2024,Espumantes
Granada,0,0,1970,Espumantes
Granada,0,0,1971,Espumantes
Granada,0,0,1972,Espumantes
Granada,0,0,1973,Espumantes
Granada,0,0,1974,Espumantes
Granada,0,0,1975,Espumantes
Granada,0,0,1976,Espumantes
Granada,0,0,1977,Espumantes
Granada,0,0,1978,Espumantes
Granada,0,0,1979,Espumantes
Granada,0,0,1980,Espumantes
Granada,0,0,1981,Espumantes
Granada,0,0,1982,Espumantes
Granada,0,0,1983,Espumantes
Granada,0,0,1984,Espumantes
Granada,0,0,1985,Espumantes
Granada,0,0,1986,Espumantes
Granada,0,0,1987,Espumantes
Granada,0,0,1988,Espumantes
Granada,0,0,1989,Espumantes
Granada,0,0,1990,Espumantes
Granada,0,0,1991,Espumantes
Granada,0,0,1992,Espumantes
Granada,0,0,1993,Espumantes
Granada,0,0,1994,Espumantes
Granada,0,0,1995,Espumantes
Granada,0,0,1996,Espumantes
Granada,0,0,1997,Espumantes
Granada,0,0,1998,Espumantes
Granada,0,0,1999,Espumantes
Granada,0,0,2000,Espumantes
Granada,0,0,2001,Espumantes
Granada,0,0,2002,Espumantes
Granada,0,0,2003,Espumantes
Granada,0,0,2004,Espumantes
Granada,0,0,2005,Espumantes
Granada,0,0,2006,Espumantes
Granada,0,0,2007,Espumantes
Granada,0,0,2008,Espumantes
Granada,0,0,2009,Espumantes
Granada,0,0,2010,Espumantes
Granada,0,0,2011,Espumantes
Granada,0,0,2012,Espumantes
Granada,0,0,2013,Espumantes
Granada,0,0,2014,Espumantes
Granada,0,0,2015,Espumantes
Granada,0,0,2016,Espumantes
Granada,0,0,2017,Espumantes
Granada,0,0,2018,Espumantes
Granada,0,0,2019,Espumantes
Granada,0,0,2020,Espumantes
Granada,0,0,2021,Espumantes
Granada,0,0,2022,Espumantes
Granada,2,40,2023,Espumantes
Granada,90,257,2024,Espumantes
Grécia,0,0,1970,Espumantes
Grécia,0,0,1971,Espumantes
Grécia,0,0,1972,Espumantes
Grécia,0,0,1973,Espumantes
Grécia,0,0,1974,Espumantes
Grécia,0,0,1975,Espumantes
Grécia,0,0,1976,Espumantes
Grécia,0,0,1977,Espumantes
Grécia,0,0,1978,Espumantes
Grécia,0,0,1979,Espumantes
Grécia,0,0,1980,Espumantes
Grécia,0,0,1981,Espumantes
Grécia,0,0,1982,Espumantes
Grécia,0,0,1983,Espumantes
Grécia,0,0,1984,Espumantes
Grécia,0,0,1985,Espumantes
Grécia,0,0,1986,Espumantes
Grécia,0,0,1987,Espumantes
Grécia,0,0,1988,Espumantes
Grécia,0,0,1989,Espumantes
Grécia,0,0,1990,Espumantes
Grécia,0,0,1991,Espumantes
Grécia,0,0,1992,Espumantes
Grécia,0,0,1993,Espumantes
Grécia,0,0,1994,Espumantes
Grécia,0,0,1995,Espumantes
Grécia,0,0,1996,Espumantes
Grécia,0,0,1997,Espumantes
Grécia,0,0,1998,Espumantes
Grécia,0,0,1999,Espumantes
Grécia,0,0,2000,Espumantes
Grécia,0,0,2001,Espumantes
Grécia,0,0,2002,Espumantes
Grécia,0,0,2003,Espumantes
Grécia,0,0,2004,Espumantes
Grécia,0,0,2005,Espumantes
Grécia,0,0,2006,Espumantes
Grécia,0,0,2007,Espumantes
Grécia,0,0,2008,Espumantes
Grécia,0,0,2009,Espumantes
Grécia,0,0,2010,Espumantes
Grécia,0,0,2011,Espumantes
Grécia,0,0,2012,Espumantes
Grécia,113,222,2013,Espumantes
Grécia,329,1459,2014,Espumantes
Grécia,577,1574,2015,Espumantes
Grécia,0,0,2016,Espumantes
Grécia,156,277,2017,Espumantes
Grécia,0,0,2018,Espumantes
Grécia,230,318,2019,Espumantes
Grécia,0,0,2020,Espumantes
Grécia,92,422,2021,Espumantes
Grécia,92,366,2022,Espumantes
Grécia,300,1757,2023,Espumantes
Grécia,89,1058,2024,Espumantes
Hong Kong,0,0,1970,Espumantes
Hong Kong,0,0,1971,Espumantes
Hong Kong,0,0,1972,Espumantes
Hong Kong,0,0,1973,Espumantes
Hong Kong,0,0,1974,Espumantes
Hong Kong,0,0,1975,Espumantes
Hong Kong,0,0,1976,Espumantes
Hong Kong,0,0,1977,Espumantes
Hong Kong,0,0,1978,Espumantes
Hong Kong,0,0,1979,Espumantes
Hong Kong,0,0,1980,Espumantes
Hong Kong,0,0,1981,Espumantes
Hong Kong,0,0,1982,Espumantes
Hong Kong,0,0,1983,Espumantes
Hong Kong,0,0,1984,Espumantes
Hong Kong,0,0,1985,Espumantes
Hong Kong,0,0,1986,Espumantes
Hong Kong,0,0,1987,Espumantes
Hong Kong,0,0,1988,Espumantes
Hong Kong,0,0,1989,Espumantes
Hong Kong,0,0,1990,Espumantes
Hong Kong,0,0,1991,Espumantes
Hong Kong,0,0,1992,Espumantes
Hong Kong,0,0,1993,Espumantes
Hong Kong,0,0,1994,Espumantes
Hong Kong,0,0,1995,Espumantes
Hong Kong,0,0,1996,Espumantes
Hong Kong,0,0,1997,Espumantes
Hong Kong,0,0,1998,Espumantes
Hong Kong,0,0,1999,Espumantes
Hong Kong,0,0,2000,Espumantes
Hong Kong,0,0,2001,Espumantes
Hong Kong,0,0,2002,Espumantes
Hong Kong,0,0,2003,Espumantes
Hong Kong,0,0,2004,Espumantes
Hong Kong,0,0,2005,Espumantes
Hong Kong,0,0,2006,Espumantes
Hong Kong,0,0,2007,Espumantes
Hong Kong,0,0,2008,Espumantes
Hong Kong,0,0,2009,Espumantes
Hong Kong,0,0,2010,Espumantes
Hong Kong,0,0,2011,Espumantes
Hong Kong,2607,15170,2012,Espumantes
Hong Kong,283,1593,2013,Espumantes
Hong Kong,0,0,2014,Espumantes
Hong Kong,0,0,2015,Espumantes
Hong Kong,0,0,2016,Espumantes
Hong Kong,0,0,2017,Espumantes
Hong Kong,0,0,2018,Espumantes
Hong Kong,0,0,2019,Espumantes
Hong Kong,72,5061,2020,Espumantes
Hong Kong,0,0,2021,Espumantes
Hong Kong,0,0,2022,Espumantes
Hong Kong,0,0,2023,Espumantes
Hong Kong,0,0,2024,Espumantes
Hungria,0,0,1970,Espumantes
Hungria,0,0,1971,Espumantes
Hungria,0,0,1972,Espumantes
Hungria,0,0,1973,Espumantes
Hungria,0,0,1974,Espumantes
Hungria,0,0,1975,Espumantes
Hungria,0,0,1976,Espumantes
Hungria,0,0,1977,Espumantes
Hungria,0,0,1978,Espumantes
Hungria,0,0,1979,Espumantes
Hungria,0,0,1980,Espumantes
Hungria,0,0,1981,Espumantes
Hungria,0,0,1982,Espumantes
Hungria,0,0,1983,Espumantes
Hungria,0,0,1984,Espumantes
Hungria,0,0,1985,Espumantes
Hungria,0,0,1986,Espumantes
Hungria,0,0,1987,Espumantes
Hungria,0,0,1988,Espumantes
Hungria,0,0,1989,Espumantes
Hungria,0,0,1990,Espumantes
Hungria,0,0,1991,Espumantes
Hungria,0,0,1992,Espumantes
Hungria,0,0,1993,Espumantes
Hungria,0,0,1994,Espumantes
Hungria,0,0,1995,Espumantes
Hungria,0,0,1996,Espumantes
Hungria,0,0,1997,Espumantes
Hungria,0,0,1998,Espumantes
Hungria,0,0,1999,Espumantes
Hungria,0,0,2000,Espumantes
Hungria,0,0,2001,Espumantes
Hungria,675,1837,2002,Espumantes
Hungria,387,1165,2003,Espumantes
Hungria,657,1775,2004,Espumantes
Hungria,0,0,2005,Espumantes
Hungria,0,0,2006,Espumantes
Hungria,0,0,2007,Espumantes
Hungria,0,0,2008,Espumantes
Hungria,0,0,2009,Espumantes
Hungria,0,0,2010,Espumantes
Hungria,0,0,2011,Espumantes
Hungria,404,1317,2012,Espumantes
Hungria,1020,2984,2013,Espumantes
Hungria,518,1715,2014,Espumantes
Hungria,0,0,2015,Espumantes
Hungria,1238,5927,2016,Espumantes
Hungria,1624,6960,2017,Espumantes
Hungria,1802,5977,2018,Espumantes
Hungria,585,1379,2019,Espumantes
Hungria,765,2061,2020,Espumantes
Hungria,1142,2471,2021,Espumantes
Hungria,2090,3828,2022,Espumantes
Hungria,0,0,2023,Espumantes
Hungria,13452,27750,2024,Espumantes
Indonésia,0,0,1970,Espumantes
Indonésia,0,0,1971,Espumantes
Indonésia,0,0,1972,Espumantes
Indonésia,0,0,1973,Espumantes
Indonésia,0,0,1974,Espumantes
Indonésia,0,0,1975,Espumantes
Indonésia,0,0,1976,Espumantes
Indonésia,0,0,1977,Espumantes
Indonésia,0,0,1978,Espumantes
Indonésia,0,0,1979,Espumantes
Indonésia,0,0,1980,Espumantes
Indonésia,0,0,1981,Espumantes
Indonésia,0,0,1982,Espumantes
Indonésia,0,0,1983,Espumantes
Indonésia,0,0,1984,Espumantes
Indonésia,0,0,1985,Espumantes
Indonésia,0,0,1986,Espumantes
Indonésia,0,0,1987,Espumantes
Indonésia,0,0,1988,Espumantes
Indonésia,0,0,1989,Espumantes
Indonésia,0,0,1990,Espumantes
Indonésia,0,0,1991,Espumantes
Indonésia,0,0,1992,Espumantes
Indonésia,0,0,1993,Espumantes
Indonésia,0,0,1994,Espumantes
Indonésia,0,0,1995,Espumantes
Indonésia,0,0,1996,Espumantes
Indonésia,0,0,1997,Espumantes
Indonésia,0,0,1998,Espumantes
Indonésia,0,0,1999,Espumantes
Indonésia,0,0,2000,Espumantes
Indonésia,0,0,2001,Espumantes
Indonésia,0,0,2002,Espumantes
Indonésia,0,0,2003,Espumantes
Indonésia,0,0,2004,Espumantes
Indonésia,0,0,2005,Espumantes
Indonésia,0,0,2006,Espumantes
Indonésia,0,0,2007,Espumantes
Indonésia,0,0,2008,Espumantes
Indonésia,0,0,2009,Espumantes
Indonésia,0,0,2010,Espumantes
Indonésia,0,0,2011,Espumantes
Indonésia,0,0,2012,Espumantes
Indonésia,0,0,2013,Espumantes
Indonésia,0,0,2014,Espumantes
Indonésia,0,0,2015,Espumantes
Indonésia,0,0,2016,Espumantes
Indonésia,0,0,2017,Espumantes
Indonésia,35,271,2018,Espumantes
Indonésia,66,529,2019,Espumantes
Indonésia,0,0,2020,Espumantes
Indonésia,0,0,2021,Espumantes
Indonésia,0,0,2022,Espumantes
Indonésia,0,0,2023,Espumantes
Indonésia,0,0,2024,Espumantes
Irlanda,0,0,1970,Espumantes
Irlanda,0,0,1971,Espumantes
Irlanda,0,0,1972,Espumantes
Irlanda,0,0,1973,Espumantes
Irlanda,0,0,1974,Espumantes
Irlanda,0,0,1975,Espumantes
Irlanda,0,0,1976,Espumantes
Irlanda,0,0,1977,Espumantes
Irlanda,0,0,1978,Espumantes
Irlanda,0,0,1979,Espumantes
Irlanda,0,0,1980,Espumantes
Irlanda,0,0,1981,Espumantes
Irlanda,0,0,1982,Espumantes
Irlanda,0,0,1983,Espumantes
Irlanda,0,0,1984,Espumantes
Irlanda,0,0,1985,Espumantes
Irlanda,0,0,1986,Espumantes
Irlanda,0,0,1987,Espumantes
Irlanda,0,0,1988,Espumantes
Irlanda,0,0,1989,Espumantes
Irlanda,0,0,1990,Espumantes
Irlanda,0,0,1991,Espumantes
Irlanda,0,0,1992,Espumantes
Irlanda,0,0,1993,Espumantes
Irlanda,0,0,1994,Espumantes
Irlanda,0,0,1995,Espumantes
Irlanda,0,0,1996,Espumantes
Irlanda,0,0,1997,Espumantes
Irlanda,0,0,1998,Espumantes
Irlanda,0,0,1999,Espumantes
Irlanda,0,0,2000,Espumantes
Irlanda,0,0,2001,Espumantes
Irlanda,0,0,2002,Espumantes
Irlanda,0,0,2003,Espumantes
Irlanda,0,0,2004,Espumantes
Irlanda,0,0,2005,Espumantes
Irlanda,0,0,2006,Espumantes
Irlanda,0,0,2007,Espumantes
Irlanda,0,0,2008,Espumantes
Irlanda,0,0,2009,Espumantes
Irlanda,0,0,2010,Espumantes
Irlanda,0,0,2011,Espumantes
Irlanda,0,0,2012,Espumantes
Irlanda,0,0,2013,Espumantes
Irlanda,0,0,2014,Espumantes
Irlanda,391,4062,2015,Espumantes
Irlanda,0,0,2016,Espumantes
Irlanda,0,0,2017,Espumantes
Irlanda,0,0,2018,Espumantes
Irlanda,0,0,2019,Espumantes
Irlanda,0,0,2020,Espumantes
Irlanda,0,0,2021,Espumantes
Irlanda,0,0,2022,Espumantes
Irlanda,0,0,2023,Espumantes
Irlanda,0,0,2024,Espumantes
Israel,0,0,1970,Espumantes
Israel,360,349,1971,Espumantes
Israel,0,0,1972,Espumantes
Israel,27,36,1973,Espumantes
Israel,0,0,1974,Espumantes
Israel,0,0,1975,Espumantes
Israel,0,0,1976,Espumantes
Israel,450,700,1977,Espumantes
Israel,0,0,1978,Espumantes
Israel,180,370,1979,Espumantes
Israel,585,1435,1980,Espumantes
Israel,360,985,1981,Espumantes
Israel,360,1001,1982,Espumantes
Israel,270,749,1983,Espumantes
Israel,720,1880,1984,Espumantes
Israel,0,0,1985,Espumantes
Israel,909,1672,1986,Espumantes
Israel,765,1720,1987,Espumantes
Israel,0,0,1988,Espumantes
Israel,0,0,1989,Espumantes
Israel,0,0,1990,Espumantes
Israel,0,0,1991,Espumantes
Israel,0,0,1992,Espumantes
Israel,0,0,1993,Espumantes
Israel,0,0,1994,Espumantes
Israel,0,0,1995,Espumantes
Israel,0,0,1996,Espumantes
Israel,0,0,1997,Espumantes
Israel,0,0,1998,Espumantes
Israel,0,0,1999,Espumantes
Israel,0,0,2000,Espumantes
Israel,450,1510,2001,Espumantes
Israel,1152,3853,2002,Espumantes
Israel,1890,6233,2003,Espumantes
Israel,1935,5346,2004,Espumantes
Israel,4968,13263,2005,Espumantes
